id,baking_duration,egg_yolk_cnt,final_temp,salt_ratio,sugar_content,vanilla_extract,origin_dummy,target
3431,-0.7636175526289714,1.0,-0.3781512605042016,0.1660648411778149,-0.2630744849445325,-0.3888075618117652,1.0,OK
2252,0.657464539125468,1.0,-1.1764705882352942,0.928548974394226,0.2519809825673534,1.5579699626183632,0.0,OK
1049,1.4306311551345872,1.5,-1.0420168067226891,0.606290366797426,-0.1109350237717908,1.4281719544920084,0.0,OK
1639,-1.5430509863094648,0.0,0.0840336134453781,-0.6119918075683561,-0.3391442155309034,0.0251717193523118,1.0,KO
4472,-1.256787919847565,0.5,-0.1428571428571428,-1.9828524722966208,-0.2900158478605388,-1.0835014208344609,1.0,KO
5120,-0.0083997224056646,1.0,-1.3445378151260503,1.072712166382944,-0.133122028526149,1.041644171915721,0.0,OK
4620,1.215421748683409,0.5,-0.9663865546218487,0.913641718600336,-0.1093502377179081,1.3373428976563584,0.0,OK
758,0.1448666750461841,0.0,0.4453781512605042,0.2054359171645627,0.5990491283676704,-0.5720157510445362,1.0,KO
2425,0.8664034318086397,0.5,-0.9831932773109244,1.0593426639520025,-0.1933438985736926,0.5822638454022121,0.0,OK
3392,0.657464539125468,0.5,0.3781512605042016,0.8308538491901173,0.8906497622820919,0.518596779431074,0.0,OK
4219,1.1355656386168482,0.0,-0.907563025210084,0.892363672339614,-0.2329635499207607,1.6405022122915367,0.0,KO
685,-3.07790373406127,0.0,-0.1260504201680672,-0.8622513621557969,-0.248811410459588,0.644420536037522,1.0,OK
4017,-1.8617207607655712,0.5,-0.2521008403361344,-1.4448430236104886,-0.3106180665610143,0.4533596043718058,1.0,OK
3677,0.1448666750461841,1.0,0.0084033613445378,-0.3139250879708828,0.5990491283676704,-1.9649837802647276,1.0,OK
3765,0.8664034318086397,0.0,-0.9159663865546218,1.0798857834817486,-0.1711568938193344,0.7051235012480822,0.0,OK
1748,-0.1741552925647408,0.0,1.319327731092437,-0.5411630471748763,1.3851030110935023,0.4533596043718058,1.0,KO
2696,-0.998250999617816,-0.5,0.0924369747899159,1.1453352584462082,0.2472266244057052,-0.8689484903989306,1.0,KO
4740,-0.549735117035475,1.054672926849285,-0.1008403361344537,-0.925553632797048,0.0174326465927099,-0.7668211458843669,1.0,OK
456,1.051062439251608,0.0,0.7815126050420168,-0.2660211592502152,0.9461172741679872,0.5822638454022121,1.0,KO
4160,0.5423532472198126,2.0,-0.2773109243697479,-0.6748682814576368,0.1553090332805071,-0.3012130434132985,1.0,OK
1433,0.657464539125468,0.5,-1.0168067226890756,1.1087848029788694,-0.1711568938193344,1.041644171915721,0.0,OK
1366,0.8664034318086397,-0.5,0.8487394957983193,2.4064663831919253,1.508716323296355,0.8790343769892823,1.0,KO
605,0.2869970812670247,-0.5,0.0840336134453781,-0.614033497400798,1.678288431061807,-0.3012130434132985,1.0,KO
621,0.1448666750461841,0.0,-0.5546218487394958,-0.2098515610454175,-0.1141045958795563,-0.6678962500540302,1.0,KO
433,-0.1741552925647408,-0.5,0.3529411764705882,0.0098790742675353,-0.0871632329635499,0.1012865434899617,1.0,OK
3607,1.3626385942513204,0.5,-0.134453781512605,-0.9113177385214593,1.410459587955626,-0.8689484903989306,1.0,OK
707,-0.998250999617816,1.0,-0.2016806722689075,-0.4670805570783025,-0.3042789223454834,-1.0835014208344609,1.0,OK
5055,1.6153142301327073,-0.5,1.2352941176470589,3.018015199757232,1.199683042789223,1.3832052265955084,1.0,KO
1089,1.4306311551345872,0.0,-0.957983193277311,1.3063234881382515,-0.1394611727416799,0.8223806198662836,0.0,KO
71,-1.8617207607655712,0.0,0.0504201680672268,-1.131407667296877,-0.2361331220285262,-1.1963051993264375,1.0,OK
354,2.216443574138091,0.0,-0.2605042016806723,1.2594512504859747,-0.045958795562599,0.175394507464988,0.0,KO
4997,-0.998250999617816,0.5,-0.4621848739495798,-1.1649443339077077,-0.0697305863708399,0.2475791383365457,1.0,KO
3010,0.4191564839250947,0.0,-0.0252100840336134,-0.51184215817194,-0.2171156893819334,0.9344339437858564,1.0,KO
3511,-0.7636175526289714,1.5,-0.3781512605042016,-2.04806878354588,-0.1584786053882726,-0.3888075618117652,1.0,OK
5117,-0.998250999617816,0.5,-0.0672268907563025,-1.2391652455492008,-0.0047543581616481,1.041644171915721,1.0,OK
4471,-0.998250999617816,-0.5,0.4621848739495798,0.1750881242180905,1.5055467511885896,-0.2161277594805069,1.0,OK
1113,-0.998250999617816,0.0,1.6722689075630253,-0.129649459098499,0.9112519809825672,-0.0530385679534747,1.0,OK
4131,-0.7636175526289714,0.0,0.2857142857142857,-0.0613962278429718,-0.2361331220285262,0.2475791383365457,1.0,OK
2718,-0.7636175526289714,0.5,-0.6554621848739496,-0.1456344796031955,-0.2868462757527734,-0.1334383968478589,1.0,KO
1482,-0.7636175526289714,1.0,-0.2184873949579832,-0.2889584928181918,-0.0919175911251981,-1.3130703959503665,1.0,OK
4062,-0.549735117035475,0.5,-0.1596638655462184,-0.2993702689486764,-0.0792393026941363,0.4533596043718058,1.0,OK
3027,-0.1741552925647408,0.5,0.1764705882352941,-0.3987408861358126,-0.1980982567353407,-0.0530385679534747,1.0,OK
3917,0.657464539125468,0.0,-1.084033613445378,1.2387193479799925,-0.0966719492868463,0.644420536037522,0.0,OK
4050,1.215421748683409,0.0,-1.1764705882352942,1.1978947213907885,-0.2076069730586371,0.2475791383365457,0.0,OK
5152,0.7652569654133029,-0.5,0.2857142857142857,2.40816306290172,0.294770206022187,-0.2161277594805069,1.0,KO
244,1.3626385942513204,0.0,-1.26890756302521,1.3322936407407686,-0.1806656101426308,0.3179192518292257,0.0,OK
3981,1.4306311551345872,0.5,-1.1680672268907564,0.5576641174233954,-0.1949286846275753,0.9344339437858564,0.0,OK
1264,-0.1741552925647408,0.0,1.0,0.2098562454910615,0.8526148969889067,-0.4790321379978733,1.0,KO
3123,1.4306311551345872,-0.5,-0.9831932773109244,1.1274220001642703,0.2012678288431061,-0.0530385679534747,0.0,KO
1155,-0.0083997224056646,0.5,0.4201680672268907,-0.0149077782503429,1.1917591125198097,0.5822638454022121,1.0,OK
4074,-0.549735117035475,1.5,0.2436974789915966,-0.8309367311357437,-0.2044374009508716,-1.0835014208344609,1.0,OK
69,1.3626385942513204,-0.5,-0.2184873949579832,1.4301062303257286,0.0206022187004753,0.5822638454022121,0.0,KO
3233,1.1355656386168482,0.0,-0.3025210084033613,1.5162308529768111,1.3866877971473852,-0.2161277594805069,1.0,KO
4294,-1.5430509863094648,-0.5,-0.4033613445378151,-0.6560061246453724,-0.3549920760697306,-0.6678962500540302,1.0,OK
3479,-1.5430509863094648,0.0,0.1428571428571428,-0.912106055792325,0.1664025356576862,-1.3130703959503665,1.0,OK
954,-0.3539809263101232,0.0,1.1428571428571428,-0.1328356538313677,0.6782884310618068,0.1012865434899617,1.0,OK
2623,1.7755072907242244,-0.5,-1.3865546218487397,1.4051000036829384,-0.2091917591125199,1.0935365629812543,0.0,OK
3028,-0.0083997224056646,0.5,0.453781512605042,-0.3168492831968058,0.5673534072900159,-0.3012130434132985,1.0,KO
4611,-0.1741552925647408,1.0,-0.5126050420168067,-1.3458450694429631,-0.2916006339144216,-1.1963051993264375,1.0,OK
2798,-1.5430509863094648,0.5,-0.3949579831932773,-0.7412230216251459,-0.1996830427892235,0.3179192518292257,1.0,OK
2742,0.2869970812670247,0.0,-1.3781512605042017,1.2096672070278125,-0.1584786053882726,0.3864892856129198,0.0,OK
1606,2.1496149212384594,0.5,-1.3277310924369747,2.475478231337798,-0.0950871632329635,0.0251717193523118,0.0,KO
3778,1.958702262802323,0.5,-1.1092436974789917,1.2064874850060017,-0.1537242472266244,0.988623259450058,0.0,OK
2679,0.657464539125468,-0.5,0.1764705882352941,-0.1413585608015752,-0.2900158478605388,-0.6678962500540302,1.0,KO
4911,0.1448666750461841,1.5,-1.1596638655462186,0.8864040612188336,-0.1188589540412044,1.5155283220662294,0.0,OK
1551,-1.256787919847565,0.0,0.1764705882352941,-0.5267740827469493,1.7828843106180667,1.242814315860272,1.0,OK
3473,0.8664034318086397,0.5,0.3193277310924369,-0.3811155337855189,1.0301109350237718,0.175394507464988,1.0,KO
4871,-1.5430509863094648,0.0,0.4033613445378151,-0.0902702041039014,0.4310618066561014,0.2475791383365457,1.0,KO
2461,1.4306311551345872,0.0,-0.7647058823529411,1.155481675250372,-0.1505546751188589,0.644420536037522,0.0,OK
1333,1.4952492260628594,0.5,-0.8571428571428571,1.2968761895189742,-0.0729001584786054,0.9344339437858564,0.0,OK
