id,ambient_humidity,baking_duration,cooling_period,cream_fat_content,egg_temp,egg_yolk_cnt,final_temp,lemon_zest_ph,oven_temp,preheat_time,salt_ratio,sugar_content,vanilla_extract,origin_dummy,target
4095,0.125,0.011090939619076036,-1.0,-0.2574558785236799,1.3137640659781145,0.1428571428571428,0.9743589743589743,-0.10623493728572443,0.956140350877193,-0.7212112999815246,0.09917358716100555,0.6773290683726509,-0.1972454183894085,1.0,KO
4815,0.8250000000000002,-0.3361492880087496,1.4,0.04353118718999157,0.7070667478658056,0.7142857142857142,-0.24786324786324787,-0.10623493728572443,-0.21052631578947367,-0.6222555574663826,-2.300924400191456,-0.18312674930027992,-1.9584051044258082,1.0,OK
4737,0.4750000000000001,1.4458054520114096,-1.1333333333333333,-0.2072913675714037,0.43480978034757634,0.7142857142857142,0.7948717948717948,1.7066330219253696,0.6140350877192983,-2.5730813250655094,-0.960829730767812,0.832467013194722,-0.11450068685687631,0.0,OK
2951,0.875,-0.3361492880087496,0.0,-0.006633323762284634,1.7621501092403788,0.2857142857142856,1.1538461538461537,-0.7105242570227567,1.0526315789473684,0.7718313987569664,-0.5997121412551096,0.7668932427029187,-0.1972454183894085,1.0,KO
3410,0.07499999999999996,-1.2472362304828863,-0.06666666666666667,1.8494535814720348,1.7621501092403788,0.4285714285714286,0.27350427350427353,0.4980543824513051,0.2894736842105263,-0.7546161552385408,-1.1351790175766285,0.2662934826069572,-1.421574728238953,0.0,OK
1200,0.9000000000000001,-0.1553476009515172,0.26666666666666666,-0.5584429442373585,0.48606649528585727,0.2857142857142856,-0.11965811965811966,0.4980543824513051,-0.07017543859649122,-1.2459555918455043,0.10908476593381054,-0.11595361855257896,-0.11450068685687631,0.0,KO
4414,0.5250000000000001,-1.2472362304828863,0.6666666666666666,-0.2574558785236799,-0.22646468115723017,0.4285714285714286,0.10256410256410256,-0.10623493728572443,0.11403508771929824,0.19244447252163457,0.17018790098465467,-0.22151139544182327,-0.03409620899363568,0.0,KO
2901,0.9500000000000002,0.5625067210487456,-0.26666666666666666,-0.006633323762284634,-0.19439531397957943,0.7142857142857142,-0.4358974358974359,1.1023437021883373,-0.43859649122807015,-0.6880178687243778,-2.2181314489099173,-0.22471011595361853,0.6612886686417335,0.0,OK
1197,0.27500000000000013,2.3367363304466564,0.9333333333333333,0.24418923099911063,-0.10029678098892389,0.2857142857142856,-0.3076923076923077,-0.7105242570227567,-0.38596491228070173,2.3528835239955246,1.0025050231550299,-0.01999200319872051,0.40457681833584713,0.0,OK
736,0.75,0.3071624102667809,-0.5333333333333333,0.39468276385594636,0.5365076105865461,0.4285714285714286,0.3333333333333333,-0.10623493728572443,0.20175438596491227,-0.24421322120937614,-0.22171412643842744,2.2191123550579768,1.0555410828385219,0.0,OK
145,0.050000000000000044,-0.7488728205124825,-0.3333333333333333,-0.1571268566191275,-0.64348687367844,0.2857142857142856,-0.15384615384615385,-0.7105242570227567,-0.2807017543859649,0.4640755675199353,-0.7479899218775162,-0.29028388644542186,-0.9583758075759696,1.0,OK
2938,0.15000000000000013,-0.1553476009515172,-1.0,0.34451825290366306,0.27579876490796,0.2857142857142856,-0.11965811965811966,0.4980543824513051,-0.08771929824561403,-1.5875851746753402,0.12967949038605214,0.9716113554578166,-1.421574728238953,1.0,OK
1263,0.125,-0.3361492880087496,-0.06666666666666667,-0.5082784332850752,-0.06960259886802385,0.4285714285714286,-0.42735042735042733,0.4980543824513051,-0.5614035087719298,-0.3361741993975672,-1.7535207696002748,0.4310275889644141,0.471183170462875,0.0,OK
5058,0.20000000000000018,1.4458054520114096,-1.8666666666666667,-0.35778490042823946,-0.7587717164849154,0.1428571428571428,-1.0341880341880343,1.1023437021883373,-0.9912280701754386,0.3028489759353767,0.9663869671833613,-0.218312674930028,-0.28244065922792994,1.0,KO
2909,0.3500000000000001,-0.5332329603573793,0.4666666666666667,-0.7591009880464705,1.3924183192777675,0.1428571428571428,0.6581196581196581,-1.3148135767597888,0.7280701754385965,-0.49316332811702984,-0.42515803201057134,0.8852459016393442,-0.4606605609007374,0.0,KO
3197,0.2250000000000001,2.1192027500461537,-1.2,0.39468276385594636,-1.0500620256937512,0.2857142857142856,-0.8290598290598291,1.1023437021883373,-0.8421052631578947,1.038203910521993,1.4131189011347587,-0.07596961215513794,0.12010005937166748,0.0,KO
693,0.6500000000000001,0.8856817415261681,-0.4666666666666667,-1.0600880537601491,1.6368938464571343,0.2857142857142856,0.9658119658119658,0.4980543824513051,1.1842105263157894,-0.9945839988647831,0.5762784001887437,0.23430627748900434,0.12010005937166748,1.0,KO
939,0.5750000000000002,0.16479642741082556,-0.6,-0.5584429442373585,-0.64348687367844,0.5714285714285714,-0.5384615384615384,1.7066330219253696,-0.38596491228070173,-1.6269206640790788,-1.7060980318829826,-0.22630947620951622,-0.9583758075759696,0.0,OK
4503,0.5750000000000002,-0.1553476009515172,1.1333333333333333,-0.6086074551896348,0.6107084213330941,0.2857142857142856,0.3076923076923077,-0.7105242570227567,0.19298245614035087,1.5738322994818694,0.3841960714845573,0.031187524990003983,0.5994758237035223,0.0,KO
3118,0.25,0.7849165263498021,-1.3333333333333333,-1.3610751194738206,-1.7696415759262027,0.4285714285714286,-0.8803418803418803,1.7066330219253696,-0.9035087719298246,-2.0368361978069576,-1.4085937098862835,-0.3046781287485006,-0.28244065922792994,0.0,KO
4976,0.5,-1.8605393806611803,1.0666666666666667,-0.40794941138052276,-0.8794804632296883,0.4285714285714286,-0.11965811965811966,1.1023437021883373,-0.32456140350877194,-0.5896819181003864,-0.7984213551505644,-0.21991203518592561,-0.03409620899363568,0.0,KO
1386,0.4500000000000002,1.7863130671877445,-1.6666666666666667,0.7458343405219012,-1.4327307694788183,0.2857142857142856,-0.46153846153846156,1.1023437021883373,-0.5087719298245614,-1.8280107421387777,-0.31958877756319815,0.6661335465813674,-0.6501990140775457,0.0,KO
794,0.675,1.069378306483142,1.1333333333333333,-0.6086074551896348,-2.172383723505345,0.5714285714285714,-1.3076923076923077,0.4980543824513051,-1.4210526315789473,1.3133243439161173,1.5611759562055536,0.16393442622950818,0.5361278422930834,0.0,OK
2777,0.30000000000000004,-0.1553476009515172,-0.5333333333333333,-1.1102525647124253,1.0880164053348746,0.2857142857142856,0.6752136752136753,-0.10623493728572443,0.5964912280701754,-0.7546161552385408,0.07966824862643732,0.46621351459416227,0.26610042722316607,0.0,KO
211,0.15000000000000013,-0.9857843334744526,1.7333333333333334,-1.0600880537601491,0.9584110499163613,0.1428571428571428,0.5982905982905983,-0.7105242570227567,0.6491228070175439,1.2685254041999674,0.32459081818942276,2.31187524990004,1.1069439514985817,1.0,OK
1244,0.6000000000000001,-1.2472362304828863,-0.13333333333333333,-2.213871805662566,-1.14004614069869,0.5714285714285714,0.38461538461538464,-0.7105242570227567,0.35964912280701755,0.4109022532568509,-0.292029063345785,-0.2854858056777289,-0.1972454183894085,1.0,OK
31,0.75,-1.5371983455538152,-0.3333333333333333,-1.6118976742352158,-0.009170133924808383,0.2857142857142856,-0.05982905982905983,1.1023437021883373,-0.19298245614035087,-1.8280107421387777,0.061404341678707716,-0.04878048780487806,0.33624011263008396,0.0,OK
477,0.25,1.570491662367299,1.2,-0.006633323762284634,-0.9210360300199408,0.2857142857142856,-0.05128205128205128,-0.7105242570227567,0.008771929824561403,0.7718313987569664,-1.3610495407388075,0.39264294282287077,-1.816290987591206,0.0,KO
1756,0.27500000000000013,2.3367363304466564,-2.066666666666667,0.34451825290366306,-1.6513758557478397,0.2857142857142856,-1.2735042735042734,1.1023437021883373,-1.3333333333333333,0.24794646856231103,1.7184740012542372,0.0023990403838464384,-0.4606605609007374,0.0,KO
2218,0.4500000000000002,1.5097209887840701,-1.8666666666666667,-0.658771966141918,-1.6513758557478397,0.2857142857142856,-1.1452991452991452,0.4980543824513051,-1.1842105263157894,0.24794646856231103,1.0279028574056097,-0.10795681727309075,0.12010005937166748,0.0,KO
3515,0.7250000000000001,1.2325770678917498,1.0,0.04353118718999157,-1.3309818768217545,0.5714285714285714,-1.2564102564102564,-0.7105242570227567,-1.3245614035087718,2.6488921103453773,1.999927873677434,0.2726909236305477,0.7015127046909108,0.0,OK
4935,0.5750000000000002,0.16479642741082556,-0.4,-0.45811392233279896,0.19310560545651545,0.1428571428571428,0.5384615384615384,-0.7105242570227567,0.3684210526315789,-0.3361741993975672,-0.24998821927554457,2.2638944422231106,-0.03409620899363568,0.0,KO
2145,0.41666666666666674,-0.5332329603573793,-0.3333333333333333,-0.45811392233279896,0.35632140240985755,0.1428571428571428,0.2905982905982906,1.1023437021883373,0.21052631578947367,-0.8561242994972194,0.18785737433426386,1.4706117552978806,-0.5539445181452342,0.0,OK
2034,0.375,0.5625067210487456,0.06666666666666667,0.29435374195138686,-2.0287926556158795,0.4285714285714286,-1.3418803418803418,0.4980543824513051,-1.3508771929824561,1.6368399272019634,0.6252211190343882,-0.14634146341463417,1.6472495490133363,1.0,OK
3832,0.925,2.18709697873224,-2.066666666666667,2.9530728224221754,-0.1313209243309827,0.2857142857142856,-0.7094017094017094,-0.10623493728572443,-0.6754385964912281,0.5166945056991832,1.4614234256170031,-0.06157536985205919,1.0555410828385219,0.0,KO
4647,0.8500000000000001,-0.7488728205124825,1.2666666666666666,1.1973149390924085,1.212943228506594,0.2857142857142856,0.9914529914529915,0.4980543824513051,1.0175438596491229,1.7195967793949039,0.005009981168786983,1.117153138744502,-0.6501990140775457,0.0,OK
4149,0.625,-0.3361492880087496,1.2666666666666666,-0.30762038947596326,0.43480978034757634,0.5714285714285714,-0.4358974358974359,1.1023437021883373,-0.32456140350877194,-1.1008609608011226,0.6573242232401044,-0.28068772491003596,-0.749577416692427,0.0,OK
1277,0.2250000000000001,-1.2472362304828863,0.4,-0.5082784332850752,0.19310560545651545,0.7142857142857142,-0.5555555555555556,-0.10623493728572443,-0.40350877192982454,0.07959321085757484,-0.2688795268216227,-0.26629348260695723,-1.2995324264477255,1.0,OK
4086,0.3250000000000002,1.153321647265471,-0.06666666666666667,-0.40794941138052276,-0.5693592392890962,0.5714285714285714,-0.5470085470085471,1.7066330219253696,-0.5263157894736842,-1.0651979906506663,-0.6788536517132241,-0.2311075569772091,-0.1019479494423573,0.0,OK
2561,0.875,-1.8605393806611803,0.4,0.34451825290366306,0.8006723296807746,0.4285714285714286,0.4017094017094017,1.1023437021883373,0.42105263157894735,-0.6222555574663826,-0.7812240828945718,-0.19112355057976813,1.0555410828385219,1.0,OK
392,0.675,-1.5371983455538152,-0.6666666666666666,-2.3142008275671255,0.730718526433989,0.2857142857142856,0.3247863247863248,1.7066330219253696,0.43859649122807015,-0.7546161552385408,-0.5020712826880951,-0.26309476209516197,0.5994758237035223,1.0,OK
4136,0.8,1.4458054520114096,-0.8,0.39468276385594636,0.35632140240985755,0.1428571428571428,-1.0085470085470085,-1.3148135767597888,-0.9824561403508771,0.05098635302016019,0.9161703976241354,-0.14954018392642943,-0.6501990140775457,0.0,KO
2215,0.7250000000000001,-0.1553476009515172,-0.4,-0.1571268566191275,-0.64348687367844,0.8571428571428572,0.042735042735042736,-1.3148135767597888,-0.017543859649122806,-0.0650665052201349,-1.3896502841409009,0.7093162734906037,-1.0681621533133303,0.0,OK
3240,0.27500000000000013,-0.1553476009515172,-0.26666666666666666,-2.013213761853447,-0.10029678098892389,0.5714285714285714,-0.6239316239316239,-0.7105242570227567,-0.6228070175438597,-1.32001204906504,0.6986511359943763,0.07117153138744495,-1.1818075692124175,0.0,OK
4462,0.875,0.5625067210487456,-0.4,-0.658771966141918,-0.5693592392890962,0.5714285714285714,-0.7863247863247863,1.7066330219253696,-0.9912280701754386,-0.6880178687243778,1.4436467274940663,-0.12554978008796483,0.5361278422930834,0.0,OK
